rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1 || ['e2e4', 'd2d4']
rnb1kbnr/ppqppppp/8/2p5/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3 || ['c2c4', 'g2g3']
rnbqkbnr/pp1ppppp/8/2p5/8/P4N2/1PPPPPPP/RNBQKB1R b KQkq - 0 2 || ['d7d5', 'b8c6']
rnbqkbnr/pp2pppp/8/2pp4/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e3', 'b2b4']
r1bqkbnr/pp1ppppp/2n5/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 1 3 || ['e2e4', 'c2c4']
rnbqkb1r/pp1ppppp/5n2/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 1 3 || ['e2e3', 'c2c4']
rnbqkbnr/pp1ppp1p/6p1/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e3', 'c2c3']
rnbqkbnr/pp2pppp/3p4/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e3', 'd2d3']
rnbqkbnr/pp1p1ppp/4p3/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e3', 'e2e4']
rnbqkbnr/1p1ppppp/p7/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e3']
rnbqkbnr/pp1pppp1/7p/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e3', 'c2c4']
rnbqkbnr/p2ppppp/1p6/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'e2e3']
rnb1kbnr/ppqppppp/8/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'b1c3']
rnbqkbnr/pp1ppppp/8/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq - 0 2 || ['g8f6', 'g7g6']
rnbqkb1r/pp1ppppp/5n2/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 1 3 || ['e2e3', 'c1b2']
rnbqkbnr/pp1ppp1p/6p1/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['c1b2', 'e2e3']
rnbqkbnr/pp2pppp/3p4/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'c2c4']
r1bqkbnr/pp1ppppp/2n5/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 1 3 || ['e2e3', 'e2e4']
rnbqkbnr/pp2pppp/8/2pp4/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e3', 'c1b2']
rnbqkbnr/pp1p1ppp/4p3/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e3', 'c1b2']
rnbqkbnr/p2ppppp/1p6/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'c1b2']
rnbqkbnr/1p1ppppp/p7/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'c1b2']
rnbqkbnr/pp1pppp1/7p/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e3', 'c2c4']
rnbqkbnr/pp1pppp1/8/2p4p/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e4']
r1bqkbnr/pppppppp/2n5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2 || ['d2d4', 'e2e3']
r1bqkbnr/pppppppp/2n5/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2 || ['d7d5', 'd7d6']
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'c2c4']
r1bqkbnr/ppp1pppp/2np4/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e4']
r1bqkbnr/pppp1ppp/2n1p3/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'b1c3']
r1bqkb1r/pppppppp/2n2n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3 || ['d4d5', 'c2c4']
r1bqkbnr/ppppp1pp/2n5/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['d4d5']
r1bqkbnr/pppppppp/2n5/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2 || ['e7e5', 'd7d5']
r1bqkbnr/pppp1ppp/2n5/4p3/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'e3e4']
r1bqkbnr/ppp1pppp/2n5/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'f1b5']
r1bqkbnr/ppp1pppp/2np4/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['f1e2', 'd2d4']
r1bqkb1r/pppppppp/2n2n2/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'f1b5']
r1bqkbnr/pppppppp/2n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 2 || ['e7e5', 'd7d6']
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['b1c3', 'd2d4']
r1bqkbnr/ppp1pppp/2np4/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
r1bqkbnr/1ppppppp/p1n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'f1e2']
r1bqkbnr/pppppp1p/2n3p1/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
r1bqkbnr/pppp1ppp/2n1p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
r1bqkbnr/ppp1pppp/2n5/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['e4d5']
r1bqkbnr/ppppppp1/2n4p/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'f1c4']
r1bqkb1r/pppppppp/2n2n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 3 || ['e4e5', 'd2d4']
r1bqkbnr/pppppppp/2n5/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 3 2 || ['d7d5', 'e7e5']
r1bqkbnr/ppp1pppp/2n5/3p4/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3 || ['d2d4', 'e2e3']
r1bqkbnr/pppp1ppp/2n5/4p3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3 || ['e2e4', 'd2d4']
r1bqkb1r/pppppppp/2n2n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 4 3 || ['e2e4', 'd2d4']
r1bqkbnr/pppppp1p/2n3p1/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3 || ['e2e4', 'd2d4']
r1bqkbnr/ppppp1pp/2n5/5p2/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3 || ['d2d4', 'h2h4']
r1bqkbnr/ppp1pppp/2np4/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3 || ['d2d4', 'e2e4']
r1bqkbnr/pppp1ppp/2n1p3/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3 || ['d2d4', 'e2e4']
r1bqkbnr/pppppppp/2n5/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2 || ['e7e5', 'e7e6']
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d3', 'd2d4']
r1bqkbnr/pppp1ppp/2n1p3/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e3', 'd2d4']
r1bqkb1r/pppppppp/2n2n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'g2g3']
r1bqkbnr/pppppppp/2n5/8/8/3P1N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2 || ['d7d5', 'e7e5']
r1bqkbnr/ppp1pppp/2n5/3p4/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['d3d4', 'c2c4']
r1bqkbnr/pppp1ppp/2n5/4p3/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e4']
r1bqkb1r/pppppppp/2n2n2/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3 || ['d3d4', 'c2c4']
r1bqkbnr/pppp1ppp/2n1p3/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd3d4']
r1bqkbnr/1ppppppp/p1n5/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['d3d4', 'c2c4']
r1bqkbnr/ppp1pppp/2np4/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['d3d4', 'c2c4']
r1bqkbnr/pppppp1p/2n3p1/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['d3d4', 'c2c4']
r1bqkbnr/1ppppppp/2n5/p7/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['d3d4', 'c1f4']
1rbqkbnr/pppppppp/2n5/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQk - 1 3 || ['d3d4', 'c2c4']
r1bqkbnr/p1pppppp/1pn5/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'g2g3']
r1bqkbnr/pppppppp/2n5/8/8/P4N2/1PPPPPPP/RNBQKB1R b KQkq - 0 2 || ['e7e5', 'd7d5']
r1bqkbnr/pppp1ppp/2n5/4p3/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd2d4']
r1bqkbnr/ppp1pppp/2n5/3p4/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'c2c4']
r1bqkb1r/pppppppp/2n2n2/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'b2b4']
r1bqkbnr/pppppp1p/2n3p1/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'e2e4']
r1bqkbnr/ppp1pppp/2np4/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
r1bqkbnr/1ppppppp/p1n5/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd2d4']
r1bqkbnr/pppp1ppp/2n1p3/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd2d4']
r1bqkbnr/pppppppp/2n5/8/8/5N1P/PPPPPPP1/RNBQKB1R b KQkq - 0 2 || ['e7e5', 'd7d5']
r1bqkbnr/pppp1ppp/2n5/4p3/8/5N1P/PPPPPPP1/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd2d3']
r1bqkbnr/ppp1pppp/2n5/3p4/8/5N1P/PPPPPPP1/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'e2e3']
r1bqkb1r/pppppppp/2n2n2/8/8/5N1P/PPPPPPP1/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'e2e3']
r1bqkbnr/pppppppp/2n5/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2 || ['e7e5']
r1bqkbnr/pppp1ppp/2n5/4p3/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'e2e4']
rnbqkbnr/pppppp1p/6p1/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2 || ['e2e3']
rnbqkbnr/pppppp1p/6p1/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2 || ['f8g7', 'g8f6']
rnbqk1nr/ppppppbp/6p1/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 1 3 || ['c2c4', 'd2d4']
rnbqkb1r/pppppp1p/5np1/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 1 3 || ['c2c3']
rnbqkbnr/ppp1pp1p/3p2p1/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'f1e2']
rnbqkbnr/pp1ppp1p/6p1/2p5/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['f1e2', 'd2d4']
rnbqkbnr/pp1ppp1p/2p3p1/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['f1e2', 'e3e4']
rnbqkbnr/ppp1pp1p/6p1/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'c2c4']
rnbqkbnr/pppp1p1p/4p1p1/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['e3e4', 'b1c3']
rnbqkbnr/1ppppp1p/p5p1/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['f1e2', 'e3e4']
rnbqkbnr/ppppp2p/6p1/5p2/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['b2b4', 'd2d4']
rnbqkbnr/1ppppp1p/6p1/p7/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['e3e4', 'c2c4']
rnbqkbnr/1ppppppp/p7/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2 || ['e2e4', 'c2c4']
rnbqkbnr/1ppppppp/p7/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 2 || ['c7c5', 'e7e6']
rnbqkbnr/1p1ppppp/p7/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'g2g3']
rnbqkbnr/1ppp1ppp/p3p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['c2c3', 'd2d4']
rnbqkbnr/1p1ppppp/p1p5/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['b1c3', 'd2d4']
rnbqkbnr/1pp1pppp/p2p4/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'c2c4']
rnbqkbnr/1ppppp1p/p5p1/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['f1e2', 'b1c3']
rnbqkbnr/1pppppp1/p6p/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'c2c4']
r1bqkbnr/1ppppppp/p1n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'b1c3']
rnbqkbnr/1pp1pppp/p7/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['e4d5']
rnbqkbnr/2pppppp/p7/1p6/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'a2a4']
rnbqkbnr/2pppppp/pp6/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'g2g3']
rnbqkbnr/1ppppppp/p7/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2 || ['c7c6', 'c7c5']
rnbqkbnr/1p1ppppp/p1p5/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'e2e4']
rnbqkbnr/1p1ppppp/p7/2p5/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['b1c3', 'e2e4']
rnbqkbnr/1ppp1ppp/p3p3/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'b1c3']
rnbqkb1r/1ppppppp/p4n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 1 3 || ['b1c3', 'd2d4']
rnbqkbnr/1ppppp1p/p5p1/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'e2e4']
rnbqkbnr/1pp1pppp/p2p4/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['b1c3', 'd2d4']
rnbqkbnr/2pppppp/p7/1p6/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd1c2']
r1bqkbnr/1ppppppp/p1n5/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'e2e3']
rnbqkbnr/2pppppp/pp6/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
rnbqkbnr/1pppppp1/p6p/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['b1c3', 'e2e4']
rnbqkbnr/1ppppppp/p7/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2 || ['g8f6', 'c7c5']
rnbqkb1r/1ppppppp/p4n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3 || ['c2c4', 'g2g3']
rnbqkbnr/1p1ppppp/p7/2p5/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['b1c3']
rnbqkbnr/1pp1pppp/p7/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'c2c4']
rnbqkbnr/1p1ppppp/p1p5/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['c1f4', 'e2e4']
rnbqkbnr/1ppppp1p/p5p1/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'c2c4']
rnbqkbnr/1pp1pppp/p2p4/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'c2c4']
rnbqkbnr/1pppp1pp/p7/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'c2c4']
rnbqkbnr/1ppp1ppp/p3p3/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['b1c3', 'e2e4']
rnbqkbnr/2pppppp/p7/1p6/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'b1d2']
rnbqkbnr/1pppppp1/p6p/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e4']
rnbqkbnr/1ppppppp/p7/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2 || ['d7d5', 'g8f6']
rnbqkbnr/1pp1pppp/p7/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3 || ['f1g2', 'd2d4']
rnbqkb1r/1ppppppp/p4n2/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 1 3 || ['f1g2', 'b2b3']
rnbqkbnr/1p1ppppp/p7/2p5/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3 || ['f1g2', 'e2e4']
rnbqkbnr/1ppp1ppp/p3p3/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3 || ['f1g2', 'd2d3']
r1bqkbnr/1ppppppp/p1n5/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'e2e4']
rnbqkbnr/1pp1pppp/p2p4/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'f1g2']
rnbqkbnr/1p1ppppp/p1p5/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'c2c4']
rnbqkbnr/1ppppp1p/p5p1/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'd2d4']
rnbqkbnr/2pppppp/p7/1p6/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3 || ['a2a4', 'd2d3']
rnbqkbnr/1ppppppp/p7/8/8/P4N2/1PPPPPPP/RNBQKB1R b KQkq - 0 2 || ['d7d6', 'g7g6']
rnbqkbnr/1pp1pppp/p2p4/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b2b4']
rnbqkbnr/1ppppp1p/p5p1/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'e2e3']
rnbqkb1r/1ppppppp/p4n2/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 1 3 || ['c2c4', 'd2d4']
rnbqkbnr/1ppp1ppp/p3p3/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd2d4']
rnbqkbnr/1pp1pppp/p7/3p4/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b2b4']
rnbqkbnr/1p1ppppp/p7/2p5/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e3']
rnbqkbnr/1pppppp1/p6p/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e3']
rnbqkbnr/1p1ppppp/p1p5/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'h2h3']
r1bqkbnr/1ppppppp/p1n5/8/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 1 3 || ['e2e4', 'd2d4']
rnbqkbnr/2pppppp/p7/1p6/8/P4N2/1PPPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e4']
rnbqkbnr/1ppppppp/p7/8/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq - 0 2 || ['c7c6', 'g8f6']
rnbqkbnr/1p1ppppp/p1p5/8/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['c1b2', 'd2d3']
rnbqkb1r/1ppppppp/p4n2/8/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 1 3 || ['g2g3', 'c2c4']
rnbqkbnr/1pp1pppp/p7/3p4/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'c1b2']
rnbqkbnr/1p1ppppp/p7/2p5/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'c1b2']
rnbqkbnr/1ppp1ppp/p3p3/8/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e3']
r1bqkbnr/1ppppppp/p1n5/8/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'c1b2']
rnbqkbnr/1pp1pppp/p2p4/8/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'g2g3']
rnbqkbnr/1ppppp1p/p5p1/8/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['c1b2', 'd2d4']
rnbqkbnr/2pppppp/p7/1p6/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e2e3']
rnbqkbnr/2pppppp/pp6/8/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d3']
rnbqkbnr/1ppppppp/p7/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2 || ['g8f6', 'e7e6']
rnbqkb1r/1ppppppp/p4n2/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 1 3 || ['c2c4', 'd2d4']
rnbqkbnr/1ppp1ppp/p3p3/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['b2b3', 'd2d4']
rnbqkbnr/1pp1pppp/p7/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'c2c4']
rnbqkbnr/1pp1pppp/p2p4/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'c2c4']
rnbqkbnr/1p1ppppp/p7/2p5/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'f1e2']
rnbqkbnr/2pppppp/pp6/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'e3e4']
rnbqkbnr/1ppppp1p/p5p1/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['c2c4', 'd2d4']
rnbqkbnr/1p1ppppp/p1p5/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['f1e2', 'd2d4']
r1bqkbnr/1ppppppp/p1n5/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 1 3 || ['d2d4', 'c2c4']
rnbqkbnr/1pppppp1/p6p/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['b2b4']
rnbqkbnr/1ppppppp/p7/8/8/2P2N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2 || ['d7d5', 'g8f6']
rnbqkbnr/1pp1pppp/p7/3p4/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'd2d4']
rnbqkb1r/1ppppppp/p4n2/8/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 1 3 || ['d1c2', 'd2d4']
r1bqkbnr/1ppppppp/p1n5/8/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 1 3 || ['e2e4', 'd2d4']
rnbqkbnr/2pppppp/pp6/8/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd2d4']
rnbqkbnr/1p1ppppp/p1p5/8/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['h2h4', 'e2e4']
rnbqkbnr/1p1ppppp/p7/2p5/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd2d4']
rnbqkbnr/1pppp1pp/p7/5p2/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['d2d3', 'c3c4']
rnbqkbnr/1pp1pppp/p2p4/8/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'd1c2']
rnbqkbnr/2pppppp/p7/1p6/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3 || ['a2a4', 'd2d4']
rnbqkbnr/1ppppppp/p7/8/8/3P1N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2 || ['d7d5', 'c7c5']
rnbqkbnr/1pp1pppp/p7/3p4/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'b1d2']
rnbqkbnr/1p1ppppp/p7/2p5/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['g2g3', 'c2c3']
rnbqkb1r/1ppppppp/p4n2/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3 || ['e2e4', 'g2g3']
r1bqkbnr/1ppppppp/p1n5/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3 || ['e2e4', 'd3d4']
rnbqkbnr/1ppp1ppp/p3p3/8/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3 || ['e2e4', 'g2g3']
